Student_ID,CGPA,Attendance,Backlogs,Year,Python,Java,DSA,SQL,OOP,DBMS,OS,CN,Git,Linux,Docker,Cloud,Projects,Internship,Certifications,Hackathons,OpenSource,LeetCode,Communication,Teamwork,Leadership,EmployabilityStatus
2757,7.01,80,2,2,1,0,2,2,1,2,0,0,1,1,0,0,3,1,2,3,0,308,2,1,0,0
2758,7.07,88,1,4,2,1,2,1,2,1,2,2,1,1,0,0,4,1,3,1,0,373,1,2,0,0
2759,8.16,76,2,2,1,2,1,0,2,1,1,1,1,1,0,0,3,0,4,0,0,243,0,1,1,0
2760,7.17,74,1,4,1,0,1,0,1,2,0,0,1,1,0,0,4,1,3,2,1,252,1,2,0,0
2761,7.39,87,1,4,1,0,1,2,2,1,1,0,1,1,0,0,4,0,3,3,0,109,2,2,1,0
2762,8.88,93,0,3,2,1,2,1,2,2,2,2,1,1,1,1,7,1,3,5,0,492,1,2,2,0
2763,8.79,99,1,2,2,1,2,1,2,1,2,2,1,1,1,1,5,1,2,2,0,373,1,1,1,0
2764,7.98,87,0,3,1,1,2,0,2,2,1,1,1,1,0,0,3,1,3,0,0,229,2,1,0,0
2765,8.25,75,0,3,2,2,2,2,2,2,2,0,1,1,0,0,5,1,3,2,0,183,1,2,0,0
2766,9.64,92,0,3,1,1,1,1,2,2,1,2,0,0,0,0,0,0,1,1,0,57,0,1,0,2
2767,7.33,76,2,2,2,2,2,2,2,2,2,2,1,1,1,0,7,0,2,1,0,477,2,2,1,1
2768,8.25,73,2,3,1,1,2,0,2,2,1,2,1,1,0,0,3,0,3,3,0,332,0,2,1,0
2769,8.25,84,1,4,1,0,1,0,1,1,1,1,1,1,0,0,3,0,2,1,1,252,2,1,1,0
2770,9.22,88,0,3,2,1,2,2,2,2,1,1,1,1,1,1,7,1,7,2,1,751,2,2,2,1
2771,8.32,97,1,2,1,1,1,2,1,1,1,1,1,1,1,1,7,1,2,1,0,308,1,2,1,0
2772,9.56,90,0,3,2,2,2,1,2,2,1,2,1,1,1,1,5,1,3,2,0,580,2,1,1,1
2773,7.17,73,2,2,2,1,1,2,1,2,0,0,1,1,0,0,5,1,3,2,0,170,1,2,0,1
2774,8.36,90,0,2,1,1,1,2,2,2,1,2,1,1,1,1,5,1,4,4,0,317,1,1,1,0
2775,9.3,90,0,3,0,0,0,0,1,2,2,2,0,0,0,0,0,0,2,1,0,34,1,1,1,2
2776,8.41,70,2,4,2,1,2,1,1,2,2,0,1,1,0,0,5,0,2,3,0,301,2,2,1,1
2777,8.55,99,0,4,0,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,0,94,2,2,1,2
2778,7.8,66,2,4,2,2,2,1,1,1,2,1,1,1,1,0,7,1,2,3,1,711,2,1,1,1
2779,7.0,81,0,4,2,2,2,1,1,2,2,0,1,1,1,0,5,1,4,4,1,700,2,1,0,1
2780,7.59,83,1,4,2,0,2,1,1,2,1,2,1,1,0,0,5,1,4,3,0,418,2,1,0,0
2781,6.87,63,3,4,1,1,1,0,1,0,1,0,1,1,0,0,3,0,1,1,1,57,1,0,0,2
2782,7.97,86,2,4,2,2,1,1,1,1,0,0,1,1,0,0,5,0,2,0,0,365,2,1,0,0
2783,7.82,85,2,3,2,0,1,1,1,1,1,0,1,1,0,0,5,1,4,2,0,277,1,1,0,0
2784,8.67,94,0,4,0,1,1,1,1,1,2,1,0,0,0,0,2,0,0,1,0,45,2,1,1,2
2785,8.3,81,1,3,2,1,2,1,2,2,1,0,1,1,0,0,4,0,4,1,0,396,2,2,0,0
2786,8.58,88,1,4,1,1,1,1,2,2,2,1,1,1,1,1,6,1,4,2,0,284,2,1,0,1
2787,9.79,91,0,3,0,0,0,1,1,1,2,1,0,0,0,0,0,0,2,0,0,16,2,2,1,2
2788,7.19,72,1,4,2,2,2,1,1,1,1,2,1,1,1,0,8,0,2,1,1,713,1,1,2,1
2789,7.33,90,2,4,2,1,1,2,1,2,0,0,1,1,0,0,5,0,2,2,0,356,1,2,0,0
2790,8.51,86,1,3,2,2,1,1,2,2,2,1,1,1,1,1,7,0,4,1,0,436,2,1,0,0
2791,8.94,92,0,4,1,2,1,2,1,1,1,1,1,1,1,1,5,1,4,3,0,383,1,1,0,1
2792,8.29,79,2,2,2,0,1,2,2,2,0,0,1,1,0,0,4,0,4,2,1,307,0,2,0,0
2793,9.07,84,0,3,1,2,2,1,1,2,1,2,1,1,1,1,6,1,4,2,0,501,2,2,0,0
2794,8.88,95,0,4,2,1,2,2,2,2,2,1,1,1,1,1,7,1,7,3,1,809,2,1,1,1
2795,5.76,66,2,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,76,1,1,1,2
2796,9.38,86,0,3,2,2,2,2,2,2,2,2,1,1,1,1,7,1,3,3,1,549,2,1,1,1
2797,5.89,61,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,48,0,1,0,2
2798,8.57,85,0,4,2,2,2,1,1,2,2,1,1,1,1,1,4,1,3,1,1,442,2,2,2,1
2799,6.57,63,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,2
2800,7.86,89,1,2,1,1,1,0,2,1,0,0,1,1,0,0,2,0,3,0,0,433,0,2,0,0
2801,9.76,93,0,3,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,104,1,2,0,2
2802,9.32,91,0,3,1,0,1,0,1,1,1,2,1,1,0,0,2,1,1,0,0,106,1,1,1,0
2803,9.57,92,0,3,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,98,1,2,1,2
2804,6.58,89,0,4,2,1,2,2,2,2,0,1,1,1,1,0,5,1,4,1,1,417,2,2,0,1
2805,5.82,72,4,3,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,32,0,0,1,2
2806,7.43,89,1,2,1,2,1,0,2,1,1,2,1,1,0,0,5,0,3,3,1,163,2,1,1,0
2807,8.44,84,0,4,1,2,1,2,2,2,1,2,1,1,1,1,5,1,3,4,0,274,1,1,2,0
2808,7.81,74,0,4,1,2,2,0,2,1,2,1,1,1,0,0,4,1,3,3,0,141,1,2,1,0
2809,7.13,79,2,3,2,2,2,1,2,1,0,1,1,1,1,0,7,0,2,4,1,609,1,1,0,0
2810,6.4,79,3,4,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,80,0,0,1,2
2811,5.57,82,4,4,1,0,1,0,1,0,0,0,1,1,0,0,2,1,0,1,0,68,1,1,0,2
2812,6.52,88,2,4,2,1,2,1,1,1,2,2,1,1,1,0,6,0,4,5,0,652,2,2,1,0
2813,8.25,72,2,3,1,1,2,1,1,2,1,1,1,1,0,0,3,1,2,1,1,156,1,2,0,0
2814,7.51,78,1,3,2,0,2,1,2,1,1,2,1,1,0,0,4,0,2,3,1,162,1,2,0,0
2815,7.96,86,0,4,2,2,1,2,2,1,1,1,1,1,0,0,3,1,3,1,0,370,1,2,0,0
2816,9.71,100,0,4,1,1,0,1,2,1,2,1,0,0,0,0,1,0,2,0,0,99,1,2,1,0
2817,7.05,86,1,2,2,1,2,1,1,2,1,2,1,1,0,0,5,1,2,1,0,441,1,2,1,0
2818,8.43,96,0,4,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,2,0,0
2819,7.18,89,2,3,2,0,2,1,2,2,2,2,1,1,0,0,5,1,2,2,0,430,1,1,0,0
2820,8.43,97,0,4,1,0,1,0,2,1,2,1,0,0,0,0,1,0,1,1,0,28,1,1,0,2
2821,8.63,98,0,2,1,1,0,0,2,1,2,2,0,0,0,0,0,0,1,0,0,20,2,2,1,0
2822,8.34,73,0,3,1,0,2,2,1,2,2,2,1,1,0,0,2,1,1,3,0,143,1,1,0,0
2823,9.93,90,0,2,2,2,2,2,2,2,1,1,1,1,1,1,8,1,7,2,1,593,1,1,2,1
2824,7.0,75,0,4,2,1,2,1,2,1,0,0,1,1,1,0,7,0,4,4,1,695,1,1,0,0
2825,8.17,86,0,2,2,1,2,1,2,1,2,0,1,1,0,0,4,1,3,1,0,213,1,2,0,1
2826,6.95,89,2,3,2,2,2,2,1,1,2,2,1,1,1,0,5,1,3,3,1,432,2,1,2,1
2827,7.75,78,2,2,2,1,2,1,2,2,1,2,1,1,1,0,7,0,4,2,1,448,2,1,1,1
2828,8.46,100,0,4,1,1,2,1,2,1,2,2,1,1,1,1,4,1,2,4,0,494,2,1,0,0
2829,8.34,80,0,4,1,0,2,2,2,2,1,1,1,1,0,0,4,1,4,2,0,312,1,2,0,0
2830,8.03,89,0,2,1,2,2,1,1,2,1,1,1,1,1,1,6,1,5,2,1,390,1,2,0,1
2831,7.8,74,1,4,2,2,2,1,1,1,2,1,1,1,1,0,8,1,2,5,1,568,1,1,2,0
2832,9.07,94,0,4,2,2,2,1,2,2,1,1,1,1,1,1,7,1,5,3,1,483,2,1,1,1
2833,6.74,58,1,3,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,51,1,0,0,2
2834,7.24,71,2,2,1,2,2,2,2,1,1,2,1,1,0,0,5,1,2,2,0,343,1,1,1,0
2835,7.62,68,1,4,2,2,2,1,2,1,2,1,1,1,1,0,8,1,3,3,1,778,1,1,1,0
2836,9.41,98,0,4,2,2,2,2,2,2,2,1,1,1,1,1,7,1,7,5,0,542,2,1,1,1
2837,8.39,75,1,2,1,0,1,1,1,1,2,2,1,1,0,0,3,1,4,3,0,173,1,2,1,0
2838,8.02,65,2,4,2,2,2,1,2,1,0,1,1,1,1,0,5,1,4,2,1,626,1,1,0,0
2839,7.63,85,0,4,2,0,1,2,2,1,2,1,1,1,0,0,3,0,4,3,0,366,0,1,0,0
2840,8.94,90,0,4,0,1,1,1,1,2,1,2,0,0,0,0,2,0,2,1,0,78,2,2,0,0
2841,7.09,88,2,3,2,0,1,1,2,2,2,0,1,1,0,0,2,1,3,1,0,284,2,1,1,0
2842,8.4,90,0,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
2843,6.74,76,1,2,2,1,2,1,1,1,0,0,1,1,1,0,6,1,2,5,0,477,2,2,1,1
2844,7.88,89,0,4,2,1,2,2,2,1,2,2,1,1,1,1,6,1,2,4,1,311,1,2,2,1
2845,8.48,87,0,3,2,1,2,1,1,2,2,2,1,1,1,1,6,0,2,1,0,412,1,2,0,0
2846,8.86,100,0,2,2,2,2,2,2,2,1,1,1,1,1,1,6,1,3,4,0,759,1,2,2,1
2847,8.23,87,0,3,2,2,1,2,2,1,2,2,1,1,1,1,7,1,3,3,1,562,2,2,2,1
2848,8.16,77,2,4,2,1,2,1,2,2,1,1,1,1,1,0,7,1,4,1,0,366,2,1,2,1
2849,7.51,68,0,2,2,2,2,1,2,2,2,2,1,1,1,0,8,1,4,1,0,374,1,1,0,1
2850,8.15,82,2,2,1,1,2,0,2,1,1,0,1,1,0,0,3,1,3,2,0,219,1,2,0,0
2851,7.5,86,1,3,1,0,1,1,2,1,2,1,1,1,0,0,3,1,1,0,0,311,2,1,0,0
2852,8.38,83,0,4,2,2,2,2,1,1,1,2,1,1,1,1,5,1,5,2,1,421,2,2,1,1
2853,6.4,70,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,47,1,1,0,2
2854,9.89,95,0,4,2,1,2,1,2,2,2,1,1,1,1,1,8,1,6,4,0,672,2,1,2,1
2855,9.66,90,0,3,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,26,2,2,0,0
2856,6.87,73,0,4,2,1,2,2,1,2,0,0,1,1,1,0,6,1,4,5,0,714,1,1,1,0
2857,7.97,96,1,3,2,1,1,1,1,2,2,1,1,1,1,1,6,1,4,3,1,339,1,1,2,1
2858,8.61,92,0,4,1,1,0,1,1,2,1,2,0,0,0,0,1,0,2,0,0,113,0,1,0,2
2859,8.0,67,1,2,2,1,2,1,1,2,1,0,1,1,1,0,5,1,4,3,1,722,2,1,2,1
2860,8.4,77,2,4,1,1,1,1,2,1,1,2,1,1,0,0,2,1,4,1,0,218,1,1,0,0
2861,7.47,89,2,4,2,0,2,2,1,2,0,0,1,1,0,0,4,1,2,0,0,242,1,2,1,1
2862,6.46,72,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,67,1,0,0,2
2863,5.83,79,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,1,1,1,2
2864,8.38,82,0,4,2,1,1,1,1,1,2,0,1,1,0,0,4,1,4,0,1,216,1,1,1,0
2865,7.31,78,0,4,1,2,2,0,1,1,0,1,1,1,0,0,3,1,2,0,1,181,1,1,0,0
2866,9.54,99,0,2,2,2,2,2,2,2,1,1,1,1,1,1,8,1,4,5,0,721,1,2,1,0
2867,7.77,82,1,2,2,2,2,2,2,2,0,0,1,1,1,0,7,1,2,3,1,586,1,1,2,1
2868,7.19,77,0,3,2,2,2,1,1,2,1,0,1,1,0,0,4,0,1,2,0,208,0,2,1,0
2869,7.25,94,2,4,2,2,2,1,2,2,2,1,1,1,0,0,5,0,3,3,1,187,2,2,1,0
2870,7.81,92,1,4,2,1,2,1,2,2,2,0,1,1,0,0,5,0,2,2,0,431,2,1,1,0
2871,6.58,79,2,2,2,2,2,1,1,2,0,1,1,1,1,0,8,1,4,4,1,368,2,2,0,1
2872,8.44,87,1,3,2,1,1,1,1,2,2,1,1,1,0,0,2,1,2,1,0,389,2,2,0,0
2873,9.94,93,0,4,2,1,2,2,2,2,1,1,1,1,1,1,7,1,7,5,0,617,1,1,2,1
2874,7.01,85,1,3,2,1,2,2,2,2,0,2,1,1,0,0,3,0,2,1,0,171,2,2,1,1
2875,7.04,74,0,4,2,0,1,1,2,1,0,0,1,1,0,0,4,0,2,0,0,210,0,1,0,2
2876,9.56,97,0,3,0,1,0,1,2,1,1,2,1,1,0,0,2,1,1,1,0,55,2,2,1,0
2877,7.52,86,0,2,2,1,2,1,1,2,0,0,1,1,1,0,7,1,3,5,1,458,2,2,0,1
2878,5.71,61,5,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,64,0,1,1,2
2879,7.54,75,0,3,2,1,2,2,1,1,0,1,1,1,1,0,6,1,2,2,1,352,1,2,0,0
2880,9.78,91,0,3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,1,0,23,1,2,0,2
2881,9.6,97,0,2,1,0,1,0,1,1,1,2,0,0,0,0,2,0,2,0,0,110,2,2,1,2
2882,6.75,90,0,2,2,2,2,2,2,1,2,0,1,1,1,0,6,1,4,1,1,712,1,2,0,1
2883,8.36,99,0,4,1,1,2,2,2,2,2,2,1,1,1,1,4,0,5,3,1,569,1,2,0,0
2884,6.97,85,2,2,2,1,2,2,1,2,2,1,1,1,1,0,5,1,2,2,0,628,1,1,0,1
2885,9.69,99,0,4,2,2,2,2,2,2,1,2,1,1,1,1,5,0,7,2,1,850,2,1,1,1
2886,5.82,75,4,4,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,78,1,0,0,2
2887,7.43,65,1,4,2,1,2,1,2,1,1,0,1,1,1,0,7,1,2,4,1,710,1,1,2,1
2888,9.68,97,0,4,1,0,0,1,2,1,1,2,0,0,0,0,1,0,0,1,0,55,1,1,0,0
2889,8.83,83,0,4,1,2,1,2,2,1,2,1,1,1,1,1,7,1,3,3,0,593,1,2,0,1
2890,5.78,64,5,2,1,0,0,0,1,1,1,0,1,0,0,0,2,1,0,1,0,63,1,0,0,2
2891,7.1,84,1,3,1,1,2,0,1,2,0,1,1,1,0,0,2,1,4,3,0,150,1,1,1,0
2892,8.62,90,0,4,1,1,0,0,1,1,1,1,1,0,0,0,2,1,2,0,0,67,1,2,1,0
2893,8.89,90,0,3,0,1,1,1,2,2,1,2,0,0,0,0,1,0,2,1,0,13,1,1,0,0
2894,7.91,86,0,4,2,0,2,1,1,2,0,1,1,1,0,0,3,1,1,1,1,364,1,2,1,2
2895,7.45,94,1,3,2,2,2,2,2,2,0,2,1,1,0,0,5,1,2,0,0,347,1,2,1,0
2896,5.61,80,5,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,53,1,1,0,2
2897,9.2,88,0,3,2,2,2,1,2,2,2,2,1,1,1,1,7,1,3,3,1,777,1,1,2,1
2898,6.89,69,3,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,52,1,1,0,2
2899,8.85,100,0,3,2,1,2,1,2,2,1,1,1,1,1,1,5,1,3,5,1,698,2,2,1,1
2900,7.38,70,0,2,2,1,1,1,2,2,0,1,1,1,0,0,4,1,1,3,1,325,1,1,1,0
2901,7.06,68,2,4,2,1,2,2,1,1,1,0,1,1,1,0,5,0,2,2,1,704,1,1,2,0
2902,9.33,95,0,3,0,0,0,1,1,1,2,1,0,0,0,0,2,0,1,1,0,42,1,2,0,2
2903,8.36,96,0,2,1,1,1,2,1,1,2,2,1,1,1,1,4,1,3,3,0,425,1,1,1,0
2904,7.56,83,1,4,2,1,2,1,1,2,2,0,1,1,1,0,5,0,3,4,0,529,1,2,0,0
2905,9.57,85,0,4,2,1,2,1,2,2,2,2,1,1,1,1,8,1,7,2,1,796,2,1,1,1
2906,9.07,85,0,4,2,2,2,2,2,1,2,2,1,1,1,1,7,1,5,4,1,468,2,1,1,1
2907,6.8,85,1,4,2,2,2,1,2,1,0,2,1,1,1,0,5,1,4,4,0,558,1,1,2,1
2908,7.49,77,0,2,2,1,2,1,1,1,2,2,1,1,1,0,4,0,4,3,1,636,2,2,1,1
2909,8.46,93,0,4,1,0,0,0,1,1,2,1,0,0,0,0,2,0,1,1,0,23,0,2,1,2
2910,7.36,73,0,4,2,1,2,1,2,1,1,2,1,1,0,0,5,0,2,2,0,215,1,1,0,0
2911,7.99,77,1,4,2,0,1,1,2,1,0,1,1,1,0,0,5,1,4,3,1,316,1,2,1,1
2912,6.89,84,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,60,1,1,0,2
2913,9.46,93,0,3,0,1,1,1,2,2,1,2,0,0,0,0,1,0,2,0,0,107,0,2,0,0
2914,8.88,91,0,4,0,1,0,0,2,2,1,2,1,1,0,0,4,1,0,1,0,96,1,1,0,2
2915,8.03,87,0,3,1,1,2,2,1,2,1,1,1,1,1,1,5,1,5,2,1,639,1,1,0,0
2916,6.97,75,1,4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,65,0,1,0,2
2917,8.08,82,2,4,2,2,2,2,1,1,2,2,1,1,1,0,5,1,4,4,0,443,2,1,0,0
2918,6.88,78,2,3,2,1,2,2,2,2,1,0,1,1,1,0,5,0,2,4,1,697,2,1,0,1
2919,6.31,72,4,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,33,0,1,1,2
2920,8.7,92,0,3,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,94,2,1,0,0
2921,5.72,81,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,57,1,1,0,2
2922,6.72,59,1,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,21,0,0,1,2
2923,7.75,66,0,2,2,1,2,1,1,1,0,1,1,1,1,0,4,0,4,4,1,378,2,1,2,0
2924,8.87,90,0,4,1,1,1,0,2,2,2,1,0,0,0,0,0,0,1,1,0,49,2,1,1,0
2925,8.77,93,0,3,0,0,1,0,2,1,1,1,0,0,0,0,2,0,1,0,0,96,2,1,0,0
2926,7.01,84,0,2,2,2,2,1,1,1,0,0,1,1,0,0,3,1,4,3,0,234,1,1,0,0
2927,8.87,96,0,4,1,1,2,1,2,2,2,1,1,1,1,1,6,0,2,2,1,291,1,2,2,0
2928,8.95,84,1,4,2,2,2,1,1,1,1,2,1,1,1,1,5,1,3,4,0,633,1,1,2,1
2929,8.61,99,0,2,2,1,1,1,2,1,1,2,1,1,1,1,7,0,2,1,1,503,2,1,0,0
2930,9.42,90,0,4,2,2,2,2,2,2,1,2,1,1,1,1,6,1,4,3,1,611,2,2,1,1
2931,6.93,68,1,2,2,1,2,1,2,1,0,0,1,1,1,0,5,0,2,3,1,683,2,1,0,1
2932,7.68,68,0,2,2,1,2,2,1,1,2,2,1,1,1,0,6,1,4,5,1,723,2,1,1,1
2933,5.81,79,1,2,1,0,1,0,1,0,1,1,0,0,0,0,2,0,1,1,0,63,0,1,1,2
2934,5.68,78,4,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,19,1,1,1,2
2935,7.57,83,1,4,1,1,1,0,1,1,1,1,1,1,0,0,3,0,3,2,0,388,0,2,0,2
2936,7.12,72,2,2,1,1,1,0,2,2,0,2,1,1,0,0,5,1,4,0,0,129,1,2,0,0
2937,9.65,88,0,3,2,2,2,2,2,2,1,2,1,1,1,1,8,1,7,2,1,843,2,1,1,1
2938,8.58,82,1,2,2,2,1,2,1,2,1,1,1,1,1,1,7,1,4,1,0,392,2,1,1,0
2939,7.5,79,2,2,2,0,2,1,1,2,1,2,1,1,0,0,4,0,2,3,0,146,2,2,0,0
2940,7.92,87,1,3,2,2,1,1,1,2,0,1,1,1,0,0,3,1,3,1,0,257,1,1,1,0
2941,9.57,93,0,4,1,0,1,1,1,2,2,2,0,0,0,0,1,0,2,1,0,48,2,1,0,0
2942,8.27,72,2,3,2,2,1,1,2,2,1,0,1,1,0,0,5,0,2,3,0,184,0,1,0,2
2943,7.41,83,0,3,2,1,2,1,2,2,0,1,1,1,1,0,6,0,3,5,0,612,2,1,0,0
2944,6.18,55,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,36,1,1,1,2
2945,6.12,66,4,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,25,1,1,0,2
2946,8.21,90,0,3,1,0,1,0,1,1,0,1,1,1,0,0,2,1,2,1,0,290,2,2,0,0
2947,9.0,93,0,4,1,1,0,1,2,1,2,2,0,0,0,0,0,0,2,0,0,13,0,2,0,2
2948,7.48,95,2,3,1,1,2,1,1,2,1,0,1,1,0,0,4,1,1,1,1,208,1,2,0,0
2949,9.78,92,0,3,2,2,2,1,2,2,2,1,1,1,1,1,8,1,5,3,0,584,1,1,2,1
2950,7.98,83,0,4,2,2,2,1,1,2,1,1,1,1,1,1,5,1,5,3,0,331,2,2,2,1
2951,8.51,96,0,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,1,0,5,0,1,1,2
2952,5.84,63,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,53,0,1,1,2
2953,7.85,77,0,4,2,0,2,1,1,2,2,0,1,1,0,0,4,1,3,2,0,242,2,1,1,0
2954,9.57,95,0,4,2,2,2,1,2,2,1,2,1,1,1,1,6,1,6,4,0,518,1,2,2,1
2955,8.48,99,0,4,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,8,1,2,1,2
2956,9.54,90,0,2,0,1,1,1,1,2,1,2,0,0,0,0,2,0,0,1,0,47,2,2,0,0
2957,9.79,88,0,2,2,2,2,2,2,2,2,2,1,1,1,1,5,1,5,5,1,664,2,1,1,1
2958,9.24,97,0,2,0,0,0,0,2,1,2,2,0,0,0,0,0,0,1,0,0,41,1,2,0,2
2959,7.39,94,2,3,1,2,2,1,1,1,2,1,1,1,0,0,2,1,3,3,0,431,1,2,0,0
2960,6.2,59,3,3,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,47,1,1,0,2
2961,6.53,61,3,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,24,0,0,1,2
2962,5.57,79,4,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,75,0,0,1,2
2963,7.35,88,2,3,2,1,2,1,2,1,0,2,1,1,1,0,8,1,3,5,0,689,1,1,1,0
2964,6.54,69,1,4,2,2,2,2,2,2,0,2,1,1,1,0,4,1,4,5,1,698,1,2,2,1
2965,8.02,70,2,3,1,0,1,2,2,1,1,2,1,1,0,0,2,1,4,0,0,262,1,1,0,0
2966,6.76,58,2,3,1,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,8,1,1,1,2
2967,8.71,95,0,4,0,0,1,0,2,1,1,2,0,0,0,0,1,0,1,0,0,84,0,2,1,2
2968,9.08,95,0,3,0,1,0,1,2,1,2,2,0,0,0,0,2,0,1,0,0,5,0,1,1,2
2969,9.8,100,0,3,0,1,1,1,2,1,2,2,0,0,0,0,0,0,2,0,0,82,1,2,0,0
2970,6.95,84,0,3,2,2,2,1,2,2,1,1,1,1,1,0,6,1,3,5,1,426,1,1,2,1
2971,9.66,90,0,4,2,1,2,2,2,2,2,1,1,1,1,1,6,1,3,2,1,492,1,1,2,1
2972,5.55,75,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,77,1,0,1,2
2973,8.84,98,0,4,0,0,1,0,1,1,1,2,0,0,0,0,2,0,0,1,0,41,1,1,1,2
2974,6.63,78,2,4,2,2,2,1,2,1,0,0,1,1,1,0,6,1,2,5,1,628,1,1,0,0
2975,9.25,90,0,4,0,1,1,1,2,1,2,1,1,1,0,0,2,1,0,1,0,53,1,2,0,2
2976,6.94,80,0,3,2,1,2,2,2,1,1,1,1,1,1,0,6,1,2,4,0,787,1,1,1,0
2977,5.78,65,5,2,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,57,1,1,0,0
2978,7.43,70,0,4,2,1,2,1,2,1,2,1,1,1,1,0,5,0,3,4,1,708,2,2,2,1
2979,9.03,97,0,4,2,1,2,1,2,2,1,2,1,1,1,1,7,1,3,2,1,652,1,1,1,1
2980,7.51,66,1,4,2,1,2,2,2,2,0,1,1,1,1,0,7,0,3,2,1,653,1,2,0,1
2981,7.96,76,2,3,2,2,2,1,2,1,2,0,1,1,1,0,6,1,4,5,1,718,2,2,2,1
2982,7.8,77,2,3,2,1,2,2,1,2,0,0,1,1,0,0,5,0,2,0,0,437,0,1,1,0
2983,7.84,94,0,3,1,0,2,2,1,1,2,1,1,1,0,0,5,0,4,2,1,151,1,1,0,0
2984,8.4,72,1,3,2,0,1,1,2,1,0,2,1,1,0,0,2,1,4,1,0,152,1,2,0,0
2985,8.53,91,1,4,1,2,2,2,1,2,1,2,1,1,1,1,5,1,5,1,1,536,1,2,2,1
2986,9.58,85,0,2,2,1,2,2,2,2,1,2,1,1,1,1,6,1,6,2,1,866,1,2,2,1
2987,7.8,95,2,4,1,0,1,1,2,1,1,0,1,1,0,0,4,1,3,1,0,259,1,2,1,0
2988,7.42,94,0,3,2,1,2,2,1,1,2,0,1,1,0,0,4,0,2,1,1,191,1,2,0,0
2989,9.1,89,0,2,2,2,2,1,2,2,2,2,1,1,1,1,7,1,6,5,1,534,2,1,2,1
2990,7.82,85,0,2,2,2,2,2,1,2,1,1,1,1,1,1,5,1,5,2,1,617,1,2,1,0
2991,6.74,66,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,76,0,1,0,2
2992,5.56,84,1,3,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,79,0,0,0,2
2993,5.65,72,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45,0,1,1,2
2994,8.02,89,2,3,1,0,1,2,2,1,1,0,1,1,0,0,4,1,2,0,0,168,1,1,0,0
2995,9.3,99,0,4,2,1,2,2,2,2,1,1,1,1,1,1,7,1,3,2,1,522,1,1,2,1
2996,5.56,71,4,4,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,2
2997,7.7,79,2,4,1,1,2,2,2,1,2,1,1,1,0,0,5,0,2,1,0,196,1,2,1,0
2998,8.84,86,1,4,2,1,2,1,1,2,2,1,1,1,1,1,5,0,2,3,0,520,2,1,1,0
2999,6.78,81,1,4,2,1,2,2,1,2,2,1,1,1,1,0,5,1,3,3,0,740,2,1,1,0
